Annotation Cluster 1	Enrichment Score: 3.3756304256879783												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
INTERPRO	"IPR008271:Serine/threonine-protein kinase, active site"	13	3.217821782	0.073801548	"Q16974, Q60737, Q6ZN16, Q811L6, Q16975, Q9Z1J2, Q8S9L6, P57078, P49760, Q9WTK7, P49657, Q63184, Q5ZKI0"	381	766	38977	1.736193061	1	0.741497213	69.44562563	
GOTERM_MF_DIRECT	GO:0004674	protein serine/threonine kinase activity	14	3.465346535	0.117355233	"Q9FL63, A2ASS6, Q9Z1J2, Q9WTK7, P49657, Q63184, Q60737, Q6PAD2, Q811L6, Q8BKX6, P57078, Q8S9L6, P49760, Q8NEV4"	332	907	33537	1.559218129	1	0.966127867	83.08728339
UP_KEYWORDS	Kinase	25	6.188118812	0.127921722	"A2ASS6, Q9H479, Q6ZN16, Q16974, Q6P1C1, Q16975, Q9Z1J2, Q9WTK7, P49657, Q63184, O01761, D3ZSI8, F1N9Y5, P0CY46, Q60737, Q811L6, Q6PAD2, O45539, Q8BKX6, P57078, Q8S9L6, P49760, Q92TE9, Q8NEV4, Q5ZKI0"	404	1895	40789	1.331964001	1	0.650985677	84.27110277	
UP_SEQ_FEATURE	active site:Proton acceptor	19	4.702970297	0.203652313	"A2ASS6, Q6ZN16, Q9Z1J2, Q9WTK7, P49657, Q63184, O01761, Q7ZXE1, Q60737, Q811L6, Q6PAD2, Q8K157, Q66I21, P50416, P57078, Q8S9L6, P49760, Q8NEV4, Q5ZKI0"	334	1491	34272	1.307582019	1	0.993150307	97.85662283	
SMART	SM00220:S_TKc	14	3.465346535	0.215927889	"Q16974, Q60737, Q6ZN16, Q811L6, Q16975, Q9Z1J2, Q8S9L6, P57078, P49760, Q9WTK7, Q8NEV4, P49657, Q63184, Q5ZKI0"	218	849	18177	1.374947321	1	0.87811513	95.24720816	
UP_SEQ_FEATURE	nucleotide phosphate-binding region:ATP	33	8.168316832	0.300255181	"Q6ZN16, Q9Z1J2, Q9VCU9, Q9WTK7, P37474, P45443, A3LN13, P70248, Q9C6W5, Q5XH12, Q811L6, Q6PAD2, Q3UNX5, Q8NEV4, Q92TE9, P48602, Q5ZKI0, A2ASS6, P53585, Q99973, P70569, P49657, Q96C10, Q63184, Q9RTK1, Q80U59, Q60737, P57078, Q8S9L6, P49760, P71359, Q503W7, Q647I9"	334	2983	34272	1.135151086	1	0.999230827	99.75826371	
UP_SEQ_FEATURE	binding site:ATP	15	3.712871287	0.379011174	"A2ASS6, Q6ZN16, Q9Z1J2, Q9WTK7, P49657, Q63184, Q60737, Q6PAD2, Q811L6, Q3UNX5, P57078, Q8S9L6, P49760, Q8NEV4, Q5ZKI0"	334	1293	34272	1.19038026	1	0.999771597	99.96776941	
GOTERM_MF_DIRECT	GO:0016301	kinase activity	10	2.475247525	0.440472823	"Q9H479, Q60737, Q6P1C1, Q811L6, O45539, Q8S9L6, Q8BKX6, Q9Z1J2, Q9WTK7, O01761"	332	834	33537	1.211211753	1	0.999278912	99.97429582
UP_KEYWORDS	Transferase	56	13.86138614	0.684534947	"Q16974, Q16975, Q8WUX2, O77475, Q9WTK7, Q99315, A6U899, Q92TE9, A2ASS6, Q9H479, P53585, Q8Y0U6, Q9PMT4, P49657, P0CT37, Q60737, O45539, Q8BZ20, Q8BKX6, P57078, P49760, A4XQ60, F4KD38, P16356, B3STU3, Q6ZN16, Q6P1C1, Q03013, Q9Z1J2, Q3KQV9, O01761, Q7ZXE1, D3ZSI8, Q8C6L5, F1N9Y5, P0CY46, Q811L6, Q6PAD2, Q2EMV9, Q460N5, Q2PQH8, Q6XQH2, Q8NEV4, P0CT41, Q5ZKI0, Q9Z339, Q28DB5, Q9LG11, Q8CPG6, Q63184, Q9RTK1, Q6NQ64, P50416, Q8TD30, Q8S9L6, Q57140"	404	5866	40789	0.963846027	1	0.96410688	99.99998305	
UP_KEYWORDS	Nucleotide-binding	61	15.0990099	0.757882363	"Q16974, Q16975, Q6EE31, Q9WTK7, P70248, P39109, Q9KS45, Q99315, Q92TE9, A2ASS6, Q9C3Y4, P53585, Q99973, P49657, F1M5M3, P62491, Q8BFR5, Q80U59, Q60737, P53290, O45539, P18293, Q8BKX6, P57078, P49760, Q503W7, Q647I9, Q5R573, Q6ZN16, Q6P1C1, P55040, Q9Z1J2, Q9VCU9, Q9XUC2, P45443, P37474, A3LN13, Q8K0U4, D3ZSI8, Q8C6L5, Q9C6W5, F1N9Y5, P0CY46, Q5XH12, Q811L6, Q6PAD2, Q3UNX5, P48602, Q6XQH2, Q8NEV4, Q5ZKI0, Q9FL63, P70569, Q96C10, Q63184, E7F8F4, Q8K3K9, Q9RTK1, Q8S9L6, Q7Z2Y8, P71359"	404	6547	40789	0.940695761	1	0.97939831	99.99999953	
GOTERM_MF_DIRECT	GO:0005524	ATP binding	53	13.11881188	0.831264677	"Q16974, Q16975, Q6EE31, Q9WTK7, P70248, P39109, Q9KS45, Q99315, Q92TE9, A2ASS6, P53585, Q99973, P49657, F1M5M3, Q80U59, Q60737, O45539, P18293, Q8BKX6, P57078, P49760, Q503W7, Q647I9, Q6ZN16, Q6P1C1, Q9Z1J2, Q9VCU9, P45443, P37474, A3LN13, Q8K0U4, O01761, D3ZSI8, Q8C6L5, Q9C6W5, F1N9Y5, Q5XH12, P0CY46, Q811L6, Q6PAD2, Q3UNX5, Q0V340, P48602, Q8NEV4, Q5ZKI0, Q9FL63, P70569, Q96C10, Q63184, E7F8F4, Q9RTK1, Q8S9L6, P71359"	332	5888	33537	0.909272791	1	0.999997786	100
UP_KEYWORDS	ATP-binding	50	12.37623762	0.850512086	"Q16974, Q16975, Q6EE31, Q9WTK7, P70248, P39109, Q9KS45, Q99315, Q92TE9, A2ASS6, P53585, Q99973, P49657, F1M5M3, Q80U59, Q60737, O45539, Q8BKX6, P57078, P49760, Q503W7, Q647I9, Q6ZN16, Q6P1C1, Q9Z1J2, Q9VCU9, P45443, P37474, A3LN13, Q8K0U4, D3ZSI8, Q8C6L5, Q9C6W5, F1N9Y5, Q5XH12, P0CY46, Q6PAD2, Q811L6, Q3UNX5, P48602, Q8NEV4, Q5ZKI0, Q9FL63, P70569, Q96C10, Q63184, E7F8F4, Q9RTK1, Q8S9L6, P71359"	404	5632	40789	0.896332309	1	0.99077708	100	
													
Annotation Cluster 20	Enrichment Score: 0.9898500872389198												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
INTERPRO	IPR001452:Src homology-3 domain	7	1.732673267	0.071826225	"Q5RDQ2, P15498, O45539, Q5ZMW5, A6H7G2, O01761, P70248"	381	297	38977	2.411154414	1	0.746512367	68.42216091	
UP_KEYWORDS	SH3 domain	7	1.732673267	0.076262616	"Q5RDQ2, P15498, O45539, Q5ZMW5, A6H7G2, O01761, P70248"	404	297	40789	2.379596293	1	0.550990663	65.76730824	
SMART	SM00326:SH3	7	1.732673267	0.126677545	"Q5RDQ2, P15498, O45539, Q5ZMW5, A6H7G2, O01761, P70248"	218	284	18177	2.055158935	1	0.757963079	81.66461419	
UP_SEQ_FEATURE	domain:SH3	5	1.237623762	0.158235991	"Q5RDQ2, Q5ZMW5, A6H7G2, O01761, P70248"	334	215	34272	2.386297173	1	0.985898206	94.53513106	
													
Annotation Cluster 21	Enrichment Score: 0.9669266578884377												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
UP_SEQ_FEATURE	repeat:LRR 8	9	2.227722772	0.010387941	"Q6WRI0, Q3KQF4, Q7TQ62, Q8CDU4, Q3V1N1, Q91YK0, A0JM56, Q9GZU5, Q647I9"	334	305	34272	3.027859036	0.999999982	0.628525658	16.15617839	
UP_SEQ_FEATURE	repeat:LRR 9	8	1.98019802	0.019670091	"Q6WRI0, Q3KQF4, Q7TQ62, Q8CDU4, Q3V1N1, A0JM56, Q9GZU5, Q647I9"	334	278	34272	2.952828157	1	0.75658268	28.48355707	
INTERPRO	IPR001611:Leucine-rich repeat	12	2.97029703	0.020149501	"Q6WRI0, Q9FL63, Q5JTW2, Q3KQF4, Q7TQ62, Q8CDU4, Q3V1N1, Q0VAA2, Q91YK0, A0JM56, Q9GZU5, Q647I9"	381	550	38977	2.232040086	0.999999967	0.448169476	27.00630904	
UP_SEQ_FEATURE	repeat:LRR 7	9	2.227722772	0.023946136	"Q6WRI0, Q3KQF4, Q7TQ62, Q8CDU4, Q3V1N1, Q91YK0, A0JM56, Q9GZU5, Q647I9"	334	356	34272	2.594092713	1	0.771820391	33.5692622	
UP_SEQ_FEATURE	repeat:LRR 6	9	2.227722772	0.055530063	"Q6WRI0, Q3KQF4, Q7TQ62, Q8CDU4, Q3V1N1, Q91YK0, A0JM56, Q9GZU5, Q647I9"	334	422	34272	2.188381531	1	0.917964106	61.86731661	
UP_SEQ_FEATURE	repeat:LRR 5	9	2.227722772	0.087044567	"Q6WRI0, Q3KQF4, Q7TQ62, Q8CDU4, Q3V1N1, Q91YK0, A0JM56, Q9GZU5, Q647I9"	334	467	34272	1.977509649	1	0.952551325	78.49285924	
UP_SEQ_FEATURE	repeat:LRR 3	10	2.475247525	0.109849364	"Q6WRI0, Q5JTW2, Q3KQF4, Q7TQ62, Q8CDU4, Q3V1N1, Q91YK0, A0JM56, Q9GZU5, Q647I9"	334	574	34272	1.787644224	1	0.965496124	85.96567158	
UP_SEQ_FEATURE	repeat:LRR 4	9	2.227722772	0.130324708	"Q6WRI0, Q3KQF4, Q7TQ62, Q8CDU4, Q3V1N1, Q91YK0, A0JM56, Q9GZU5, Q647I9"	334	514	34272	1.796686782	1	0.979909357	90.52355254	
UP_KEYWORDS	Leucine-rich repeat	11	2.722772277	0.133379003	"Q6WRI0, Q9FL63, Q3KQF4, Q7TQ62, Q8CDU4, Q3V1N1, Q0VAA2, Q91YK0, A0JM56, Q9GZU5, Q647I9"	404	674	40789	1.647761994	1	0.658810123	85.55036008	
INTERPRO	"IPR003591:Leucine-rich repeat, typical subtype"	7	1.732673267	0.144762523	"Q6WRI0, Q3KQF4, Q7TQ62, Q3V1N1, Q91YK0, A0JM56, Q9GZU5"	381	363	38977	1.972762702	1	0.877835864	91.09340941	
UP_SEQ_FEATURE	repeat:LRR 1	10	2.475247525	0.154093713	"Q6WRI0, Q5JTW2, Q3KQF4, Q7TQ62, Q8CDU4, Q3V1N1, Q91YK0, A0JM56, Q9GZU5, Q647I9"	334	624	34272	1.644403501	1	0.986808652	94.06315413	
UP_SEQ_FEATURE	repeat:LRR 2	10	2.475247525	0.156239204	"Q6WRI0, Q5JTW2, Q3KQF4, Q7TQ62, Q8CDU4, Q3V1N1, Q91YK0, A0JM56, Q9GZU5, Q647I9"	334	625	34272	1.641772455	1	0.985943134	94.3122034	
UP_SEQ_FEATURE	repeat:LRR 11	5	1.237623762	0.178793819	"Q6WRI0, Q7TQ62, Q3V1N1, A0JM56, Q9GZU5"	334	226	34272	2.270149966	1	0.9906286	96.39941963	
UP_SEQ_FEATURE	repeat:LRR 10	5	1.237623762	0.224673835	"Q6WRI0, Q7TQ62, Q3V1N1, A0JM56, Q9GZU5"	334	249	34272	2.060457398	1	0.995615963	98.63529456	
UP_SEQ_FEATURE	repeat:LRR 13	4	0.99009901	0.245210034	"Q6WRI0, Q7TQ62, Q3V1N1, A0JM56"	334	176	34272	2.332063146	1	0.997337445	99.13243191	
SMART	SM00369:LRR_TYP	7	1.732673267	0.26761382	"Q6WRI0, Q3KQF4, Q7TQ62, Q3V1N1, Q91YK0, A0JM56, Q9GZU5"	218	363	18177	1.607892941	1	0.924408958	97.97675133	
UP_SEQ_FEATURE	repeat:LRR 12	4	0.99009901	0.308258378	"Q6WRI0, Q7TQ62, Q3V1N1, A0JM56"	334	200	34272	2.052215569	1	0.999334615	99.80091548	
UP_SEQ_FEATURE	repeat:LRR 15	3	0.742574257	0.378068987	"Q7TQ62, Q3V1N1, A0JM56"	334	135	34272	2.280239521	1	0.99978498	99.96693418	
UP_SEQ_FEATURE	repeat:LRR 14	3	0.742574257	0.436221936	"Q7TQ62, Q3V1N1, A0JM56"	334	152	34272	2.025212732	1	0.999924983	99.99369151	
													
Annotation Cluster 22	Enrichment Score: 0.9628485920105064												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
GOTERM_BP_DIRECT	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	6	1.485148515	0.038535113	"Q9FL63, Q60787, F1N9Y5, P0CY46, O45539, O35460"	331	192	34287	3.23706571	1	0.973837154	47.35036896
UP_KEYWORDS	SH2 domain	4	0.99009901	0.138233044	"Q60787, F1N9Y5, P15498, O45539"	404	130	40789	3.106549886	1	0.656250077	86.60654328	
INTERPRO	IPR000980:SH2 domain	4	0.99009901	0.150129849	"Q60787, F1N9Y5, P15498, O45539"	381	137	38977	2.986914957	1	0.879936853	91.91969952	
SMART	SM00252:SH2	4	0.99009901	0.176063801	"Q60787, F1N9Y5, P15498, O45539"	218	121	18177	2.756387899	1	0.826532055	91.15539502	
													
Annotation Cluster 23	Enrichment Score: 0.8980980284240532												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
INTERPRO	"IPR009020:Proteinase inhibitor, propeptide"	4	0.99009901	0.006954802	"Q92824, P00732, Q63415, O17798"	381	40	38977	10.23018373	0.997291328	0.245341787	10.23120478	
INTERPRO	"IPR002884:Proprotein convertase, P"	3	0.742574257	0.020953355	"Q92824, Q63415, O17798"	381	23	38977	13.3437179	0.999999984	0.450017507	27.92693084	
INTERPRO	"IPR023827:Peptidase S8, subtilisin,  Asp-active site"	3	0.742574257	0.036601274	"Q92824, Q63415, O17798"	381	31	38977	9.9001778	1	0.58409632	43.82300178	
INTERPRO	"IPR022398:Peptidase S8, subtilisin, His-active site"	3	0.742574257	0.048045566	"Q92824, Q63415, O17798"	381	36	38977	8.525153106	1	0.647469087	53.30225851	
INTERPRO	"IPR023828:Peptidase S8, subtilisin, Ser-active site"	3	0.742574257	0.100554419	"Q92824, Q63415, O17798"	381	55	38977	5.580100215	1	0.816148712	80.58152392	
INTERPRO	"IPR015500:Peptidase S8, subtilisin-related"	3	0.742574257	0.103633808	"Q92824, Q63415, O17798"	381	56	38977	5.480455568	1	0.814528917	81.58460728	
UP_KEYWORDS	Zymogen	8	1.98019802	0.106032409	"Q92824, P70677, P00732, P27822, P91931, Q63415, O17798, Q4WA45"	404	404	40789	1.999264778	1	0.604774969	78.01186491	
INTERPRO	IPR000209:Peptidase S8/S53 domain	3	0.742574257	0.113022067	"Q92824, Q63415, O17798"	381	59	38977	5.201788336	1	0.831731543	84.35180469	
INTERPRO	IPR008979:Galactose-binding domain-like	4	0.99009901	0.282399048	"Q92824, Q63415, O17798, O95714"	381	190	38977	2.15372289	1	0.961927168	99.40951329	
GOTERM_MF_DIRECT	GO:0004252	serine-type endopeptidase activity	5	1.237623762	0.375461998	"Q92824, P70677, Q63415, Q7Z5A4, O17798"	332	314	33537	1.608520068	1	0.997589996	99.87708827
UP_KEYWORDS	Cleavage on pair of basic residues	5	1.237623762	0.399058826	"Q92824, Q63415, O17798, Q4WA45, Q66K08"	404	323	40789	1.562892744	1	0.86876239	99.89737506	
GOTERM_BP_DIRECT	GO:0016485	protein processing	3	0.742574257	0.453471778	"Q92824, P70677, Q63415"	331	160	34287	1.942239426	1	0.999819126	99.99479243
UP_KEYWORDS	Serine protease	4	0.99009901	0.517146452	"Q92824, Q63415, Q7Z5A4, O17798"	404	277	40789	1.4579476	1	0.922390085	99.99466358	
UP_SEQ_FEATURE	active site:Charge relay system	3	0.742574257	0.841018076	"Q92824, Q63415, Q7Z5A4"	334	337	34272	0.913449066	1	1	100	
													
Annotation Cluster 24	Enrichment Score: 0.8893105656252279												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
INTERPRO	"IPR020837:Fibrinogen, conserved site"	3	0.742574257	0.07978268	"Q24K15, Q5I2E5, O35460"	381	48	38977	6.393864829	1	0.748639243	72.35860672	
INTERPRO	"IPR014715:Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 2"	3	0.742574257	0.113022067	"Q24K15, Q5I2E5, O35460"	381	59	38977	5.201788336	1	0.831731543	84.35180469	
INTERPRO	"IPR014716:Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 1"	3	0.742574257	0.132405703	"Q24K15, Q5I2E5, O35460"	381	65	38977	4.721623259	1	0.865340421	88.88117777	
UP_SEQ_FEATURE	domain:Fibrinogen C-terminal	3	0.742574257	0.15503018	"Q24K15, Q5I2E5, O35460"	334	72	34272	4.275449102	1	0.986319927	94.17309523	
SMART	SM00186:FBG	3	0.742574257	0.156517781	"Q24K15, Q5I2E5, O35460"	218	59	18177	4.239698336	1	0.800711862	88.13688126	
INTERPRO	"IPR002181:Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain"	3	0.742574257	0.159286186	"Q24K15, Q5I2E5, O35460"	381	73	38977	4.204185093	1	0.884806854	93.16602463	
													
Annotation Cluster 25	Enrichment Score: 0.8815963289285776												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
UP_SEQ_FEATURE	domain:LDL-receptor class A 4	3	0.742574257	0.060226561	"P98157, Q05793, P98160"	334	41	34272	7.50810574	1	0.919908872	64.94392841	
UP_SEQ_FEATURE	domain:LDL-receptor class A 3	3	0.742574257	0.085063725	"P98157, Q05793, P98160"	334	50	34272	6.156646707	1	0.954816157	77.69168896	
UP_SEQ_FEATURE	domain:LDL-receptor class A 1	3	0.742574257	0.099972502	"P98157, Q05793, P98160"	334	55	34272	5.596951551	1	0.95967094	83.09318894	
UP_SEQ_FEATURE	domain:LDL-receptor class A 2	3	0.742574257	0.1030365	"P98157, Q05793, P98160"	334	56	34272	5.497005988	1	0.959251404	84.03865243	
INTERPRO	"IPR023415:Low-density lipoprotein (LDL) receptor class A, conserved site"	3	0.742574257	0.190571009	"P98157, Q05793, P98160"	381	82	38977	3.742750144	1	0.916857117	96.19835685	
INTERPRO	IPR002172:Low-density lipoprotein (LDL) receptor class A repeat	3	0.742574257	0.229749445	"P98157, Q05793, P98160"	381	93	38977	3.300059267	1	0.939113215	98.23498658	
SMART	SM00192:LDLa	3	0.742574257	0.291816788	"P98157, Q05793, P98160"	218	90	18177	2.779357798	1	0.928708511	98.67177302	
													
Annotation Cluster 26	Enrichment Score: 0.8712696960635394												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
INTERPRO	IPR013098:Immunoglobulin I-set	11	2.722772277	5.39E-04	"Q6WRI0, Q15262, Q8NDA2, A2ASS6, Q8JGT4, Q96RW7, Q9U3P2, Q05793, P98160, Q9HCK4, O01761"	381	285	38977	3.948491965	0.366429186	0.044612585	0.829835922	
INTERPRO	"IPR003961:Fibronectin, type III"	7	1.732673267	0.181759976	"Q15262, A2ASS6, Q9U3P2, Q9GMT4, Q9C026, Q9HCK4, O01761"	381	390	38977	1.836186823	1	0.908651002	95.50543268	
UP_SEQ_FEATURE	domain:Fibronectin type-III 3	4	0.99009901	0.268674182	"Q15262, A2ASS6, Q9HCK4, O01761"	334	185	34272	2.218611426	1	0.998395762	99.49083564	
SMART	SM00060:FN3	6	1.485148515	0.343000548	"Q15262, A2ASS6, Q9U3P2, Q9C026, Q9HCK4, O01761"	218	323	18177	1.548868123	1	0.938362093	99.48090942	
UP_SEQ_FEATURE	domain:Fibronectin type-III 4	3	0.742574257	0.418925486	"Q15262, A2ASS6, O01761"	334	147	34272	2.094097519	1	0.999896418	99.98949518	
UP_SEQ_FEATURE	domain:Fibronectin type-III 2	4	0.99009901	0.45731445	"Q15262, A2ASS6, Q9HCK4, O01761"	334	257	34272	1.597054917	1	0.999951637	99.99668506	
UP_SEQ_FEATURE	domain:Fibronectin type-III 1	4	0.99009901	0.460693289	"Q15262, A2ASS6, Q9HCK4, O01761"	334	258	34272	1.590864782	1	0.999951966	99.99701666	
													
Annotation Cluster 27	Enrichment Score: 0.7586995630321203												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
UP_KEYWORDS	Prenylation	5	1.237623762	0.088796352	"B4PSS5, Q9C3Y4, Q923M0, Q9WTK7, P62491"	404	170	40789	2.969496214	1	0.56582897	71.53804659	
UP_SEQ_FEATURE	propeptide:Removed in mature form	5	1.237623762	0.222631507	"B4PSS5, Q9C3Y4, O44516, P62491, P25291"	334	248	34272	2.068765694	1	0.995667774	98.57334612	
UP_KEYWORDS	Methylation	6	1.485148515	0.267867214	"B4PSS5, Q9C3Y4, Q923M0, Q9EQU5, Q9WTK7, P62491"	404	350	40789	1.730792079	1	0.772594055	98.52041663	
													
Annotation Cluster 28	Enrichment Score: 0.7082458616008842												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
UP_SEQ_FEATURE	domain:EF-hand 2	6	1.485148515	0.094231486	"Q8N987, A8K855, Q3LGD4, Q06AT0, Q32L26, Q5R8Z6"	334	247	34272	2.492569517	1	0.958730418	81.17819371	
UP_SEQ_FEATURE	domain:EF-hand 1	6	1.485148515	0.097967419	"Q8N987, A8K855, Q3LGD4, Q06AT0, Q32L26, Q5R8Z6"	334	250	34272	2.462658683	1	0.959237513	82.44622316	
INTERPRO	IPR011992:EF-hand-like domain	8	1.98019802	0.133968067	"Q8N987, A8K855, Q3LGD4, B3A0Q5, Q24498, Q06AT0, Q32L26, Q5R8Z6"	381	434	38977	1.885748152	1	0.86428029	89.18683221	
INTERPRO	IPR002048:EF-hand domain	7	1.732673267	0.137091008	"Q8N987, A8K855, Q3LGD4, B3A0Q5, Q06AT0, Q32L26, Q5R8Z6"	381	357	38977	2.005918378	1	0.866586676	89.7743833	
INTERPRO	"IPR018247:EF-Hand 1, calcium-binding site"	6	1.485148515	0.14956599	"Q8N987, A8K855, B3A0Q5, Q06AT0, Q32L26, Q5R8Z6"	381	287	38977	2.138714368	1	0.882824294	91.8363919	
UP_SEQ_FEATURE	calcium-binding region:3	3	0.742574257	0.161843922	"A8K855, Q06AT0, Q32L26"	334	74	34272	4.159896423	1	0.985659715	94.91723509	
SMART	SM00054:EFh	5	1.237623762	0.3035215	"Q8N987, A8K855, Q3LGD4, Q06AT0, Q32L26"	218	233	18177	1.789286136	1	0.930470089	98.92197949	
UP_SEQ_FEATURE	calcium-binding region:1	4	0.99009901	0.31597105	"Q8N987, Q06AT0, Q32L26, Q5R8Z6"	334	203	34272	2.02188726	1	0.999367851	99.83523481	
UP_SEQ_FEATURE	domain:EF-hand 3	3	0.742574257	0.381521436	"A8K855, Q06AT0, Q32L26"	334	136	34272	2.263473054	1	0.999768145	99.96989888	
UP_SEQ_FEATURE	calcium-binding region:2	3	0.742574257	0.550767711	"Q06AT0, Q32L26, Q5R8Z6"	334	189	34272	1.628742515	1	0.999994375	99.99986341	
													
Annotation Cluster 29	Enrichment Score: 0.6653546425794533												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
GOTERM_BP_DIRECT	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	6	1.485148515	0.038535113	"Q9FL63, Q60787, F1N9Y5, P0CY46, O45539, O35460"	331	192	34287	3.23706571	1	0.973837154	47.35036896
GOTERM_MF_DIRECT	GO:0004713	protein tyrosine kinase activity	5	1.237623762	0.164102067	"F1N9Y5, A2ASS6, O45539, P49760, Q9UBW7"	332	215	33537	2.349187447	1	0.980453072	92.20564362
INTERPRO	IPR001245:Serine-threonine/tyrosine-protein kinase catalytic domain	7	1.732673267	0.169658694	"Q9FL63, F1N9Y5, P0CY46, O45539, Q8S9L6, P18293, F1M5M3"	381	384	38977	1.864877242	1	0.897942239	94.35982654	
INTERPRO	"IPR008266:Tyrosine-protein kinase, active site"	5	1.237623762	0.193673024	"F1N9Y5, A2ASS6, P0CY46, Q6PAD2, O45539"	381	233	38977	2.195318396	1	0.917723906	96.41753292	
UP_KEYWORDS	Tyrosine-protein kinase	5	1.237623762	0.231033246	"F1N9Y5, P0CY46, O45539, P49760, Q63184"	404	248	40789	2.03554176	1	0.751188072	97.12779396	
GOTERM_BP_DIRECT	GO:0018108	peptidyl-tyrosine phosphorylation	4	0.99009901	0.249268897	"F1N9Y5, P49760, Q9UBW7, Q63184"	331	180	34287	2.301913394	1	0.997975524	99.07245521
INTERPRO	"IPR020635:Tyrosine-protein kinase, catalytic domain"	3	0.742574257	0.578377667	"F1N9Y5, P0CY46, O45539"	381	198	38977	1.550027837	1	0.99911836	99.99984173	
SMART	SM00219:TyrKc	3	0.742574257	0.687057096	"F1N9Y5, P0CY46, O45539"	218	198	18177	1.263344454	1	0.997720548	99.99995199	
													
Annotation Cluster 30	Enrichment Score: 0.6576376514926722												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
GOTERM_MF_DIRECT	GO:0005096	GTPase activator activity	7	1.732673267	0.161702759	"Q6NVF0, Q95KI1, Q5ZMW5, Q28C33, O14924, Q61037, Q8AVG0"	332	370	33537	1.911095734	1	0.982847606	91.88103029
INTERPRO	IPR008936:Rho GTPase activation protein	4	0.99009901	0.176021231	"Q6NVF0, Q5ZMW5, Q8AVG0, Q9HCM2"	381	148	38977	2.764914521	1	0.90393087	94.9924041	
INTERPRO	IPR000198:Rho GTPase-activating protein domain	3	0.742574257	0.25495578	"Q6NVF0, Q5ZMW5, Q8AVG0"	381	100	38977	3.069055118	1	0.952166286	98.94493999	
SMART	SM00324:RhoGAP	3	0.742574257	0.322627994	"Q6NVF0, Q5ZMW5, Q8AVG0"	218	97	18177	2.578785586	1	0.937242583	99.23908679	
													
Annotation Cluster 31	Enrichment Score: 0.6092711353654089												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
UP_SEQ_FEATURE	repeat:Kelch 6	4	0.99009901	0.040551428	"A2ASS6, Q0D2K2, Q80T74, Q5RGB8"	334	78	34272	5.262091202	1	0.874863611	50.27046397	
UP_SEQ_FEATURE	repeat:Kelch 5	4	0.99009901	0.08654916	"A2ASS6, Q0D2K2, Q80T74, Q5RGB8"	334	107	34272	3.835916951	1	0.954522976	78.29506498	
UP_SEQ_FEATURE	repeat:Kelch 4	4	0.99009901	0.114105464	"A2ASS6, Q0D2K2, Q80T74, Q5RGB8"	334	121	34272	3.392091849	1	0.968156664	87.05606286	
UP_SEQ_FEATURE	repeat:Kelch 3	4	0.99009901	0.137766989	"A2ASS6, Q0D2K2, Q80T74, Q5RGB8"	334	132	34272	3.109417529	1	0.983111109	91.80291405	
UP_SEQ_FEATURE	repeat:Kelch 1	4	0.99009901	0.149031336	"A2ASS6, Q0D2K2, Q80T74, Q5RGB8"	334	137	34272	2.995935137	1	0.985564811	93.434248	
UP_SEQ_FEATURE	repeat:Kelch 2	4	0.99009901	0.149031336	"A2ASS6, Q0D2K2, Q80T74, Q5RGB8"	334	137	34272	2.995935137	1	0.985564811	93.434248	
UP_KEYWORDS	Kelch repeat	4	0.99009901	0.205933057	"A2ASS6, Q0D2K2, Q80T74, Q5RGB8"	404	158	40789	2.556022058	1	0.754701293	95.56674794	
